Entity,Applicants to Accepted,Applicants to Accepted,Applicants to Accepted,Applicants to Accepted,Applicants to Accepted,Applicants to Accepted,Applicants to Accepted,Applicants to Approved,Applicants to Approved,Applicants to Approved,Applicants to Approved,Applicants to Approved,Applicants to Approved,Applicants to Approved,Applicants to Realized,Applicants to Realized,Applicants to Realized,Applicants to Realized,Applicants to Realized,Applicants to Realized,Applicants to Realized,Applicants to Finished,Applicants to Finished,Applicants to Finished,Applicants to Finished,Applicants to Finished,Applicants to Finished,Applicants to Finished,Applicants to Completed,Applicants to Completed,Applicants to Completed,Applicants to Completed,Applicants to Completed,Applicants to Completed,Applicants to Completed,Country
Taiwan MC,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCKU,18.92%,18.18%,0.0%,0.0%,50.0%,0.0%,0.0%,13.51%,15.15%,0.0%,0.0%,0.0%,0.0%,0.0%,13.51%,15.15%,0.0%,0.0%,0.0%,0.0%,0.0%,16.22,15.15%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCCU,19.77%,18.29%,0.0%,0.0%,100.0%,0.0%,0.0%,5.81%,6.1%,0.0%,0.0%,0.0%,0.0%,0.0%,2.33%,2.44%,0.0%,0.0%,0.0%,0.0%,0.0%,6.98,7.32%,0.0%,0.0%,0.0%,0.0%,0.0%,2.33,2.44%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCTU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan SCU,29.41%,15.38%,0.0%,0.0%,85.71%,0.0%,0.0%,14.71%,3.85%,0.0%,0.0%,57.14%,0.0%,0.0%,2.94%,3.85%,0.0%,0.0%,0.0%,0.0%,0.0%,5.88,7.69%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NTPU,37.5%,20.0%,0.0%,0.0%,66.67%,0.0%,0.0%,25.0%,20.0%,0.0%,0.0%,33.33%,0.0%,0.0%,25.0%,40.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5,40.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0,40.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NSYSU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan FJU,28.33%,26.32%,0.0%,0.0%,66.67%,0.0%,0.0%,16.67%,15.79%,0.0%,0.0%,33.33%,0.0%,0.0%,5.0%,5.26%,0.0%,0.0%,0.0%,0.0%,0.0%,8.33,5.26%,0.0%,0.0%,66.67%,0.0%,0.0%,3.33,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,Taiwan
Dushanbe,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
DUSHANBE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
KHUJAND,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
KILIMANJARO,73.47%,80.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.24%,13.33%,0.0%,0.0%,0.0%,0.0%,0.0%,24.49%,26.67%,0.0%,0.0%,0.0%,0.0%,0.0%,32.65,35.56%,0.0%,0.0%,0.0%,0.0%,0.0%,4.08,4.44%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
MC Tanzania,9.09%,0.0%,0.0%,0.0%,0.0%,16.67%,0.0%,9.09%,0.0%,0.0%,0.0%,0.0%,16.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,27.27,0.0%,40.0%,0.0%,0.0%,16.67%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
AIESEC In MZUMBE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,133.33,133.33%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
AIESEC in SAUT,64.29%,64.29%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Expansions CBE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Expansions IAA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
IFM - INSTITUTE OF FINANCE MANAGEMENT,56.76%,72.41%,0.0%,0.0%,0.0%,0.0%,0.0%,8.11%,10.34%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,43.59%,45.95%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.56%,2.7%,0.0%,0.0%,0.0%,0.0%,0.0%,7.69,8.11%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDSM,22.45%,28.95%,0.0%,0.0%,0.0%,0.0%,0.0%,6.12%,7.89%,0.0%,0.0%,0.0%,0.0%,0.0%,2.04%,2.63%,0.0%,0.0%,0.0%,0.0%,0.0%,14.29,13.16%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Assumption University,16.67%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,16.67%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,22.22%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,22.22,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,11.11,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,Thailand
Bangkok University,30.65%,30.65%,0.0%,0.0%,0.0%,0.0%,0.0%,20.1%,20.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,4.52,4.52%,0.0%,0.0%,0.0%,0.0%,0.0%,2.51,2.51%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Chiang Mai University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Chulalongkorn University,33.33%,0.0%,0.0%,0.0%,53.85%,0.0%,0.0%,28.57%,0.0%,0.0%,0.0%,46.15%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,4.76,0.0%,0.0%,0.0%,7.69%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Kasetsart University,20.46%,20.54%,0.0%,0.0%,0.0%,0.0%,0.0%,13.13%,13.18%,0.0%,0.0%,0.0%,0.0%,0.0%,0.77%,0.78%,0.0%,0.0%,0.0%,0.0%,0.0%,4.63,4.65%,0.0%,0.0%,0.0%,0.0%,0.0%,3.86,3.88%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Mahidol University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
MC (AIESEC in Thailand),83.33%,0.0%,0.0%,0.0%,150.0%,50.0%,0.0%,16.67%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,16.67%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,33.33,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Official Expansion Thailand,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Silpakorn University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Stamford University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Thai-Nichi Institute of Technology,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Thammasat University,41.22%,40.93%,0.0%,0.0%,56.25%,0.0%,0.0%,29.75%,28.96%,0.0%,0.0%,50.0%,0.0%,0.0%,1.43%,0.39%,0.0%,0.0%,18.75%,0.0%,0.0%,13.62,13.51%,0.0%,0.0%,18.75%,0.0%,0.0%,10.04,10.81%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
University of the Thai Chamber of Commerce (UTCC),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
AMSTERDAM,12.5%,0.0%,0.0%,0.0%,94.12%,31.25%,0.0%,9.46%,0.0%,0.0%,0.0%,67.65%,31.25%,0.0%,4.39%,0.0%,0.82%,0.0%,23.53%,18.75%,0.0%,5.74,0.0%,1.22%,0.0%,32.35%,18.75%,0.0%,1.01,0.0%,0.0%,0.0%,8.82%,0.0%,0.0%,The Netherlands
DELFT,4.07%,0.0%,1.17%,0.0%,86.67%,0.0%,0.0%,3.62%,0.0%,1.17%,0.0%,73.33%,0.0%,0.0%,1.81%,0.0%,0.0%,0.0%,53.33%,0.0%,0.0%,3.62,0.0%,1.64%,0.0%,60.0%,0.0%,0.0%,0.45,0.0%,0.23%,0.0%,6.67%,0.0%,0.0%,The Netherlands
GRONINGEN,4.39%,0.0%,0.5%,0.0%,83.33%,18.18%,0.0%,4.39%,0.0%,0.5%,0.0%,83.33%,18.18%,0.0%,2.54%,0.0%,0.25%,0.0%,50.0%,9.09%,0.0%,3.7,0.0%,0.74%,0.0%,61.11%,18.18%,0.0%,0.46,0.0%,0.0%,0.0%,5.56%,9.09%,0.0%,The Netherlands
LEIDEN,90.0%,0.0%,0.0%,0.0%,90.0%,0.0%,0.0%,70.0%,0.0%,0.0%,0.0%,70.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.0,0.0%,0.0%,0.0%,10.0%,0.0%,0.0%,10.0,0.0%,0.0%,0.0%,10.0%,0.0%,0.0%,The Netherlands
MAASTRICHT,7.39%,0.0%,2.01%,0.0%,95.65%,16.67%,0.0%,6.93%,0.0%,2.01%,0.0%,91.3%,8.33%,0.0%,1.62%,0.0%,0.75%,0.0%,13.04%,8.33%,0.0%,2.54,0.0%,1.26%,0.0%,21.74%,8.33%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
MC The Netherlands,1.71%,0.0%,1.71%,0.0%,0.0%,0.0%,0.0%,0.85%,0.0%,0.85%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
NIJMEGEN,7.93%,0.0%,2.33%,0.0%,95.0%,0.0%,0.0%,7.01%,0.0%,1.99%,0.0%,85.0%,0.0%,0.0%,2.44%,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,4.57,0.0%,1.33%,0.0%,50.0%,14.29%,0.0%,0.61,0.0%,0.0%,0.0%,10.0%,0.0%,0.0%,The Netherlands
ROTTERDAM,6.1%,0.0%,0.0%,0.0%,92.31%,14.29%,0.0%,4.69%,0.0%,0.0%,0.0%,61.54%,28.57%,0.0%,1.88%,0.0%,0.0%,0.0%,15.38%,28.57%,0.0%,3.76,0.0%,1.55%,0.0%,23.08%,28.57%,0.0%,0.94,0.0%,0.0%,0.0%,7.69%,14.29%,0.0%,The Netherlands
TILBURG,3.74%,0.0%,1.21%,0.0%,100.0%,11.11%,0.0%,3.16%,0.0%,1.21%,0.0%,75.0%,11.11%,0.0%,1.15%,0.0%,0.61%,0.0%,0.0%,22.22%,0.0%,2.59,0.0%,1.82%,0.0%,12.5%,22.22%,0.0%,0.57,0.0%,0.3%,0.0%,0.0%,11.11%,0.0%,The Netherlands
Twente,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
UTRECHT,4.78%,0.0%,1.59%,0.0%,64.71%,0.0%,0.0%,4.18%,0.0%,1.27%,0.0%,58.82%,0.0%,0.0%,2.09%,0.0%,1.59%,0.0%,11.76%,0.0%,0.0%,4.18,0.0%,2.22%,0.0%,41.18%,0.0%,0.0%,1.49,0.0%,0.0%,0.0%,29.41%,0.0%,0.0%,The Netherlands
Wageningen,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
ESIG-GS (EXPANSION),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
UNIVERSITE DE KARA,40.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
Université de Lomé,12.5%,0.0%,0.0%,0.0%,33.33%,12.5%,0.0%,6.25%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
BARDO,30.43%,43.06%,13.64%,4.76%,73.81%,12.72%,14.04%,25.12%,33.33%,7.95%,0.0%,62.86%,11.83%,8.77%,2.66%,0.0%,2.27%,0.0%,1.9%,4.14%,3.51%,4.83,0.0%,3.41%,0.0%,1.9%,6.51%,19.3%,0.72,0.0%,0.0%,0.0%,0.95%,0.89%,1.75%,Tunisia
Bizerte,27.41%,21.74%,0.0%,6.9%,62.79%,8.57%,0.0%,24.44%,17.39%,0.0%,3.45%,58.14%,8.57%,0.0%,0.74%,0.0%,0.0%,0.0%,2.33%,0.0%,0.0%,2.96,0.0%,0.0%,6.9%,2.33%,2.86%,0.0%,1.48,0.0%,0.0%,6.9%,0.0%,0.0%,0.0%,Tunisia
Carthage,33.4%,56.82%,5.26%,28.57%,68.99%,12.78%,25.86%,26.84%,45.45%,2.63%,15.87%,56.59%,12.78%,22.41%,1.99%,2.27%,0.0%,1.59%,2.33%,1.5%,5.17%,7.16,4.55%,1.32%,1.59%,3.88%,5.26%,34.48%,0.6,2.27%,0.0%,0.0%,1.55%,0.0%,0.0%,Tunisia
HADRUMET,30.62%,42.31%,7.09%,12.5%,84.17%,7.25%,51.06%,26.46%,30.77%,4.26%,0.0%,78.33%,5.31%,51.06%,2.0%,0.0%,0.0%,0.0%,3.33%,2.42%,6.38%,9.15,0.0%,0.0%,0.0%,4.17%,9.66%,63.83%,0.5,0.0%,0.0%,0.0%,1.67%,0.48%,0.0%,Tunisia
Virtual Expansion (MC Tunisia),28.07%,0.0%,0.0%,0.0%,52.27%,8.82%,16.67%,12.28%,0.0%,0.0%,0.0%,27.27%,0.0%,5.56%,0.88%,0.0%,0.0%,0.0%,2.27%,0.0%,0.0%,0.88,0.0%,0.0%,0.0%,2.27%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
Virtual Expansion MC Tunisia,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
MEDINA,42.48%,54.39%,2.04%,2.56%,72.22%,20.0%,77.42%,36.6%,43.86%,0.0%,2.56%,64.44%,17.5%,67.74%,2.94%,0.0%,0.0%,0.0%,4.44%,5.0%,9.68%,7.52,0.0%,0.0%,0.0%,7.78%,12.5%,35.48%,1.96,0.0%,0.0%,0.0%,4.44%,5.0%,0.0%,Tunisia
NABEL,34.05%,43.01%,4.55%,0.0%,79.07%,7.5%,0.0%,27.59%,32.26%,4.55%,0.0%,67.44%,7.5%,0.0%,1.72%,1.08%,2.27%,0.0%,0.0%,5.0%,0.0%,4.74,1.08%,2.27%,0.0%,4.65%,10.0%,37.5%,1.29,1.08%,2.27%,0.0%,0.0%,2.5%,0.0%,Tunisia
RUSPINA,29.02%,32.99%,10.71%,8.77%,75.0%,12.09%,45.45%,26.08%,30.93%,9.52%,5.26%,69.12%,9.89%,40.91%,2.49%,2.06%,3.57%,0.0%,0.0%,0.0%,13.64%,7.71,4.12%,5.95%,0.0%,0.0%,7.69%,40.91%,2.04,3.09%,3.57%,0.0%,0.0%,2.2%,2.27%,Tunisia
SFAX,30.65%,20.0%,0.0%,0.0%,77.42%,4.88%,33.33%,25.0%,17.5%,0.0%,0.0%,54.84%,7.32%,33.33%,6.45%,7.5%,0.0%,0.0%,3.23%,4.88%,16.67%,11.29,15.0%,0.0%,0.0%,3.23%,7.32%,33.33%,4.03,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
Tacapes,32.94%,28.17%,33.33%,50.0%,66.67%,8.7%,21.43%,20.59%,14.08%,18.52%,25.0%,55.56%,4.35%,14.29%,0.59%,0.0%,0.0%,0.0%,0.0%,0.0%,7.14%,1.76,0.0%,0.0%,12.5%,0.0%,0.0%,14.29%,0.59,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,Tunisia
THYNA,19.21%,38.0%,4.44%,10.17%,43.75%,5.88%,11.11%,16.16%,32.0%,4.44%,5.08%,40.62%,5.88%,11.11%,1.31%,2.0%,0.0%,0.0%,3.12%,0.0%,11.11%,1.75,2.0%,0.0%,0.0%,3.12%,2.94%,11.11%,0.87,2.0%,0.0%,0.0%,0.0%,2.94%,0.0%,Tunisia
UNIVERSITY,28.35%,37.93%,7.62%,8.08%,68.49%,5.6%,40.82%,23.37%,37.93%,4.76%,5.05%,57.53%,4.8%,28.57%,2.75%,0.0%,2.86%,2.02%,2.74%,1.6%,10.2%,6.19,0.0%,2.86%,3.03%,4.11%,7.2%,30.61%,1.55,0.0%,0.95%,1.01%,2.74%,0.8%,4.08%,Tunisia
ISTANBUL ASIA,20.44%,23.81%,6.08%,7.04%,61.27%,9.46%,32.35%,17.12%,20.11%,3.31%,6.03%,52.6%,8.11%,26.47%,2.83%,3.44%,1.66%,3.02%,3.47%,0.0%,2.94%,5.57,4.23%,1.66%,9.55%,4.62%,4.05%,2.94%,1.45,2.38%,0.55%,0.25%,2.89%,2.7%,0.0%,Turkey
ISPARTA,17.54%,22.88%,0.0%,4.48%,33.33%,0.0%,0.0%,10.09%,11.76%,0.0%,4.48%,33.33%,0.0%,0.0%,0.44%,0.65%,0.0%,0.0%,0.0%,0.0%,0.0%,3.95,5.23%,0.0%,1.49%,0.0%,0.0%,0.0%,3.07,3.92%,0.0%,1.49%,0.0%,0.0%,0.0%,Turkey
ESKISEHIR,16.57%,45.1%,3.42%,3.38%,43.14%,14.29%,33.33%,13.57%,35.29%,3.42%,3.38%,37.25%,4.76%,33.33%,0.8%,2.94%,0.85%,0.0%,0.0%,0.0%,0.0%,3.79,2.94%,4.27%,4.83%,1.96%,0.0%,0.0%,1.0,1.96%,0.0%,0.97%,1.96%,0.0%,0.0%,Turkey
ANTALYA,18.46%,27.18%,4.52%,5.0%,90.91%,33.33%,0.0%,15.04%,22.01%,2.71%,5.0%,79.55%,33.33%,0.0%,2.53%,3.24%,0.6%,1.0%,13.64%,16.67%,0.0%,3.03,3.88%,0.9%,0.0%,18.18%,16.67%,0.0%,1.52,1.29%,0.3%,0.0%,15.91%,0.0%,0.0%,Turkey
KOCAELI,10.94%,15.29%,1.05%,7.35%,65.96%,27.03%,16.67%,9.6%,12.94%,1.2%,6.86%,57.45%,21.62%,16.67%,2.27%,2.16%,1.51%,3.43%,3.19%,2.7%,0.0%,5.53,2.75%,1.81%,14.46%,8.51%,2.7%,16.67%,0.93,0.98%,0.15%,0.74%,6.38%,2.7%,0.0%,Turkey
DENIZLI,6.75%,15.14%,0.34%,4.35%,26.32%,0.0%,0.0%,6.13%,13.3%,0.34%,3.48%,31.58%,0.0%,0.0%,0.77%,1.83%,0.0%,0.0%,5.26%,0.0%,0.0%,1.23,1.83%,0.34%,1.74%,5.26%,0.0%,0.0%,0.46,1.38%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
ISTANBUL,14.61%,17.5%,4.49%,2.37%,64.18%,10.53%,21.74%,12.93%,16.46%,3.93%,2.37%,54.73%,7.89%,17.39%,2.09%,2.6%,2.11%,0.89%,1.99%,3.51%,0.0%,4.99,3.64%,5.62%,2.37%,9.95%,7.89%,0.0%,2.04,2.25%,0.84%,0.0%,9.45%,1.75%,0.0%,Turkey
ANKARA,24.14%,38.43%,3.12%,7.05%,59.38%,9.09%,36.84%,18.6%,30.6%,1.74%,5.13%,46.25%,4.55%,31.58%,2.4%,5.6%,0.69%,1.92%,0.62%,1.52%,5.26%,4.6,7.09%,1.39%,6.41%,4.38%,3.03%,10.53%,2.19,5.22%,0.0%,0.0%,3.75%,1.52%,0.0%,Turkey
BURSA,11.33%,28.49%,1.85%,10.82%,55.81%,5.41%,33.33%,9.29%,24.19%,1.29%,8.85%,44.19%,2.7%,33.33%,2.12%,5.91%,1.29%,1.64%,2.33%,0.0%,0.0%,5.66,5.91%,2.22%,11.15%,9.3%,8.11%,0.0%,1.59,4.3%,0.18%,1.31%,6.98%,5.41%,0.0%,Turkey
