Entity,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Country
Taiwan NTHU,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,400.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCHU,60.0%,50.0%,0.0%,0.0%,66.67%,0.0%,0.0%,20.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,60.0,100.0%,0.0%,0.0%,33.33%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCCU,41.18%,46.67%,0.0%,0.0%,0.0%,0.0%,0.0%,17.65%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,41.18,46.67%,0.0%,0.0%,0.0%,0.0%,0.0%,11.76,13.33%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCKU,71.43%,83.33%,0.0%,0.0%,0.0%,0.0%,0.0%,71.43%,83.33%,0.0%,0.0%,0.0%,0.0%,0.0%,85.71,83.33%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCTU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan SCU,50.0%,25.0%,0.0%,0.0%,66.67%,0.0%,0.0%,10.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NTPU,66.67%,100.0%,0.0%,0.0%,50.0%,0.0%,0.0%,66.67%,200.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,200.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.67,200.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NSYSU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan FJU,58.82%,60.0%,0.0%,0.0%,50.0%,0.0%,0.0%,17.65%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,29.41,20.0%,0.0%,0.0%,100.0%,0.0%,0.0%,11.76,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,Taiwan
Dushanbe,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
DUSHANBE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
KHUJAND,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
KILIMANJARO,15.38%,15.38%,0.0%,0.0%,0.0%,0.0%,0.0%,30.77%,30.77%,0.0%,0.0%,0.0%,0.0%,0.0%,41.03,41.03%,0.0%,0.0%,0.0%,0.0%,0.0%,5.13,5.13%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
MC Tanzania,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,300.0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
AIESEC In MZUMBE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
AIESEC in SAUT,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Expansions CBE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Expansions IAA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
IFM - INSTITUTE OF FINANCE MANAGEMENT,14.29%,14.29%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.88%,5.88%,0.0%,0.0%,0.0%,0.0%,0.0%,17.65,17.65%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDSM,25.0%,27.27%,0.0%,0.0%,0.0%,0.0%,0.0%,8.33%,9.09%,0.0%,0.0%,0.0%,0.0%,0.0%,58.33,45.45%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Assumption University,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,133.33%,0.0%,0.0%,0.0%,133.33%,0.0%,0.0%,133.33,0.0%,0.0%,0.0%,133.33%,0.0%,0.0%,66.67,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,Thailand
Bangkok University,67.21%,67.21%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,14.75,14.75%,0.0%,0.0%,0.0%,0.0%,0.0%,8.2,8.2%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Chiang Mai University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Chulalongkorn University,85.71%,0.0%,0.0%,0.0%,85.71%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,14.29,0.0%,0.0%,0.0%,14.29%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Kasetsart University,66.04%,66.04%,0.0%,0.0%,0.0%,0.0%,0.0%,3.77%,3.77%,0.0%,0.0%,0.0%,0.0%,0.0%,22.64,22.64%,0.0%,0.0%,0.0%,0.0%,0.0%,18.87,18.87%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Mahidol University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
MC (AIESEC in Thailand),20.0%,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,40.0,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Official Expansion Thailand,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Silpakorn University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Stamford University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Thai-Nichi Institute of Technology,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Thammasat University,74.36%,74.53%,0.0%,0.0%,72.73%,0.0%,0.0%,3.42%,0.94%,0.0%,0.0%,27.27%,0.0%,0.0%,32.48,33.02%,0.0%,0.0%,27.27%,0.0%,0.0%,23.93,26.42%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
University of the Thai Chamber of Commerce (UTCC),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
AMSTERDAM,75.68%,0.0%,0.0%,0.0%,71.88%,100.0%,0.0%,35.14%,0.0%,0.0%,0.0%,25.0%,60.0%,0.0%,45.95,0.0%,0.0%,0.0%,34.38%,60.0%,0.0%,8.11,0.0%,0.0%,0.0%,9.38%,0.0%,0.0%,The Netherlands
DELFT,88.89%,0.0%,100.0%,0.0%,84.62%,0.0%,0.0%,44.44%,0.0%,0.0%,0.0%,61.54%,0.0%,0.0%,88.89,0.0%,140.0%,0.0%,69.23%,0.0%,0.0%,11.11,0.0%,20.0%,0.0%,7.69%,0.0%,0.0%,The Netherlands
GRONINGEN,100.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,57.89%,0.0%,50.0%,0.0%,60.0%,50.0%,0.0%,84.21,0.0%,150.0%,0.0%,73.33%,100.0%,0.0%,10.53,0.0%,0.0%,0.0%,6.67%,50.0%,0.0%,The Netherlands
LEIDEN,77.78%,0.0%,0.0%,0.0%,77.78%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,11.11,0.0%,0.0%,0.0%,11.11%,0.0%,0.0%,11.11,0.0%,0.0%,0.0%,11.11%,0.0%,0.0%,The Netherlands
MAASTRICHT,93.75%,0.0%,100.0%,0.0%,95.45%,50.0%,0.0%,21.88%,0.0%,37.5%,0.0%,13.64%,50.0%,0.0%,34.38,0.0%,62.5%,0.0%,22.73%,50.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
MC The Netherlands,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
NIJMEGEN,88.46%,0.0%,85.71%,0.0%,89.47%,0.0%,0.0%,30.77%,0.0%,0.0%,0.0%,42.11%,0.0%,0.0%,57.69,0.0%,57.14%,0.0%,52.63%,0.0%,0.0%,7.69,0.0%,0.0%,0.0%,10.53%,0.0%,0.0%,The Netherlands
ROTTERDAM,71.43%,0.0%,0.0%,0.0%,61.54%,200.0%,0.0%,28.57%,0.0%,0.0%,0.0%,15.38%,200.0%,0.0%,57.14,0.0%,0.0%,0.0%,23.08%,200.0%,0.0%,14.29,0.0%,0.0%,0.0%,7.69%,100.0%,0.0%,The Netherlands
TILBURG,92.31%,0.0%,100.0%,0.0%,87.5%,100.0%,0.0%,30.77%,0.0%,50.0%,0.0%,0.0%,200.0%,0.0%,69.23,0.0%,150.0%,0.0%,12.5%,200.0%,0.0%,15.38,0.0%,25.0%,0.0%,0.0%,100.0%,0.0%,The Netherlands
Twente,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
UTRECHT,87.5%,0.0%,80.0%,0.0%,90.91%,0.0%,0.0%,43.75%,0.0%,100.0%,0.0%,18.18%,0.0%,0.0%,87.5,0.0%,140.0%,0.0%,63.64%,0.0%,0.0%,31.25,0.0%,0.0%,0.0%,45.45%,0.0%,0.0%,The Netherlands
Wageningen,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
ESIG-GS (EXPANSION),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
UNIVERSITE DE KARA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
Université de Lomé,50.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
BARDO,82.68%,77.42%,58.33%,0.0%,85.35%,93.02%,62.5%,9.06%,0.0%,16.67%,0.0%,2.55%,34.88%,25.0%,16.14,0.0%,25.0%,0.0%,2.55%,53.49%,137.5%,2.36,0.0%,0.0%,0.0%,1.27%,6.98%,12.5%,Tunisia
Bizerte,84.62%,57.14%,0.0%,50.0%,92.59%,100.0%,0.0%,2.56%,0.0%,0.0%,0.0%,3.7%,0.0%,0.0%,10.26,0.0%,0.0%,100.0%,3.7%,33.33%,0.0%,5.13,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,Tunisia
Carthage,79.77%,72.41%,50.0%,55.56%,83.33%,100.0%,86.67%,6.36%,3.45%,0.0%,5.56%,3.33%,11.76%,26.67%,20.81,6.9%,25.0%,5.56%,5.56%,41.18%,133.33%,1.73,3.45%,0.0%,0.0%,2.22%,0.0%,0.0%,Tunisia
HADRUMET,87.03%,72.73%,60.0%,0.0%,93.14%,80.0%,100.0%,6.49%,0.0%,0.0%,0.0%,3.92%,33.33%,12.5%,29.73,0.0%,0.0%,0.0%,4.9%,133.33%,125.0%,1.62,0.0%,0.0%,0.0%,1.96%,6.67%,0.0%,Tunisia
Virtual Expansion (MC Tunisia),43.75%,0.0%,0.0%,0.0%,52.17%,0.0%,33.33%,3.12%,0.0%,0.0%,0.0%,4.35%,0.0%,0.0%,3.12,0.0%,0.0%,0.0%,4.35%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
Virtual Expansion MC Tunisia,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
MEDINA,87.12%,80.65%,0.0%,100.0%,89.39%,88.89%,91.67%,6.82%,0.0%,0.0%,0.0%,6.06%,22.22%,12.5%,17.42,0.0%,0.0%,0.0%,10.61%,55.56%,45.83%,4.55,0.0%,0.0%,0.0%,6.06%,22.22%,0.0%,Tunisia
NABEL,81.25%,75.61%,100.0%,0.0%,85.29%,100.0%,0.0%,5.0%,2.44%,50.0%,0.0%,0.0%,66.67%,0.0%,13.75,2.44%,50.0%,0.0%,5.88%,133.33%,0.0%,3.75,2.44%,50.0%,0.0%,0.0%,33.33%,0.0%,Tunisia
RUSPINA,90.0%,93.75%,88.89%,60.0%,92.31%,83.33%,90.0%,8.46%,6.25%,33.33%,0.0%,0.0%,0.0%,30.0%,26.15,12.5%,55.56%,0.0%,0.0%,58.33%,90.0%,6.92,9.38%,33.33%,0.0%,0.0%,16.67%,5.0%,Tunisia
SFAX,82.05%,87.5%,0.0%,0.0%,70.83%,133.33%,100.0%,20.51%,37.5%,0.0%,0.0%,4.17%,66.67%,50.0%,35.9,75.0%,0.0%,0.0%,4.17%,100.0%,100.0%,12.82,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
Tacapes,62.5%,50.0%,55.56%,50.0%,83.33%,50.0%,66.67%,1.79%,0.0%,0.0%,0.0%,0.0%,0.0%,33.33%,5.36,0.0%,0.0%,25.0%,0.0%,0.0%,66.67%,1.79,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,Tunisia
THYNA,84.09%,84.21%,100.0%,50.0%,92.86%,100.0%,100.0%,6.82%,5.26%,0.0%,0.0%,7.14%,0.0%,100.0%,9.09,5.26%,0.0%,0.0%,7.14%,50.0%,100.0%,4.55,5.26%,0.0%,0.0%,0.0%,50.0%,0.0%,Tunisia
UNIVERSITY,82.35%,91.67%,62.5%,62.5%,84.31%,75.0%,80.0%,10.0%,0.0%,37.5%,25.0%,4.9%,25.0%,25.0%,21.76,0.0%,37.5%,37.5%,6.86%,112.5%,75.0%,5.29,0.0%,12.5%,12.5%,3.92%,12.5%,10.0%,Tunisia
ISTANBUL ASIA,83.92%,86.36%,54.55%,85.71%,84.55%,85.71%,81.82%,13.73%,14.77%,27.27%,42.86%,5.45%,0.0%,9.09%,27.06,18.18%,27.27%,135.71%,7.27%,42.86%,9.09%,7.06,10.23%,9.09%,3.57%,4.55%,28.57%,0.0%,Turkey
ANTALYA,80.41%,79.07%,60.0%,100.0%,87.5%,100.0%,0.0%,14.19%,11.63%,13.33%,20.0%,15.0%,100.0%,0.0%,16.89,13.95%,20.0%,0.0%,20.0%,100.0%,0.0%,8.11,4.65%,6.67%,0.0%,17.5%,0.0%,0.0%,Turkey
KOCAELI,87.56%,85.0%,112.5%,93.33%,85.94%,80.0%,100.0%,21.24%,16.25%,125.0%,46.67%,4.69%,10.0%,0.0%,50.26,20.0%,150.0%,196.67%,12.5%,10.0%,100.0%,8.29,6.25%,12.5%,10.0%,9.38%,10.0%,0.0%,Turkey
ESKISEHIR,84.34%,82.61%,100.0%,100.0%,86.36%,33.33%,100.0%,4.82%,6.52%,25.0%,0.0%,0.0%,0.0%,0.0%,22.89,6.52%,125.0%,142.86%,4.55%,0.0%,0.0%,6.02,4.35%,0.0%,28.57%,4.55%,0.0%,0.0%,Turkey
DENIZLI,85.42%,83.33%,50.0%,80.0%,120.0%,0.0%,0.0%,10.42%,11.11%,0.0%,0.0%,20.0%,0.0%,0.0%,16.67,11.11%,50.0%,40.0%,20.0%,0.0%,0.0%,6.25,8.33%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
ISTANBUL,86.49%,93.14%,85.29%,100.0%,82.22%,75.0%,80.0%,13.85%,14.71%,44.12%,37.5%,2.96%,33.33%,0.0%,33.11,20.59%,117.65%,100.0%,14.81%,75.0%,0.0%,13.51,12.75%,17.65%,0.0%,14.07%,16.67%,0.0%,Turkey
ISPARTA,56.1%,50.0%,0.0%,100.0%,100.0%,0.0%,0.0%,2.44%,2.78%,0.0%,0.0%,0.0%,0.0%,0.0%,21.95,22.22%,0.0%,33.33%,0.0%,0.0%,0.0%,17.07,16.67%,0.0%,33.33%,0.0%,0.0%,0.0%,Turkey
GAZIANTEP,71.19%,67.07%,200.0%,87.5%,71.43%,100.0%,33.33%,5.93%,2.44%,0.0%,25.0%,7.14%,0.0%,0.0%,36.44,4.88%,600.0%,200.0%,7.14%,0.0%,0.0%,4.24,3.66%,0.0%,6.25%,7.14%,0.0%,0.0%,Turkey
KONYA,76.0%,91.3%,100.0%,9.09%,100.0%,0.0%,0.0%,10.0%,0.0%,33.33%,9.09%,20.0%,0.0%,0.0%,28.0,0.0%,150.0%,27.27%,20.0%,0.0%,0.0%,2.0,0.0%,0.0%,0.0%,10.0%,0.0%,0.0%,Turkey
TRABZON,69.57%,85.71%,50.0%,100.0%,55.56%,0.0%,0.0%,8.7%,0.0%,0.0%,33.33%,0.0%,0.0%,0.0%,30.43,0.0%,0.0%,200.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
EASTERN MEDITERRANEAN,44.74%,0.0%,0.0%,0.0%,44.12%,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.63,0.0%,0.0%,0.0%,2.94%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
ANKARA,76.92%,78.1%,55.56%,72.73%,78.12%,66.67%,85.71%,10.26%,14.29%,33.33%,27.27%,1.04%,16.67%,14.29%,18.8,18.1%,44.44%,90.91%,7.29%,33.33%,28.57%,8.97,13.33%,0.0%,0.0%,6.25%,16.67%,0.0%,Turkey
BURSA,81.82%,85.45%,70.0%,80.0%,79.17%,50.0%,100.0%,18.94%,20.0%,70.0%,17.14%,4.17%,0.0%,0.0%,48.48,20.0%,120.0%,97.14%,16.67%,150.0%,0.0%,13.64,14.55%,10.0%,11.43%,12.5%,100.0%,0.0%,Turkey
ISTANBUL WEST,78.87%,74.14%,100.0%,80.95%,82.0%,83.33%,0.0%,16.9%,8.62%,116.67%,28.57%,10.0%,16.67%,0.0%,54.23,10.34%,616.67%,100.0%,22.0%,33.33%,0.0%,9.86,3.45%,0.0%,4.76%,22.0%,0.0%,0.0%,Turkey
ADANA,85.56%,83.93%,100.0%,100.0%,82.05%,83.33%,50.0%,8.02%,6.25%,12.5%,35.0%,0.0%,0.0%,0.0%,18.18,9.82%,37.5%,95.0%,0.0%,16.67%,0.0%,4.81,7.14%,12.5%,0.0%,0.0%,0.0%,0.0%,Turkey
SAKARYA,74.58%,68.57%,0.0%,66.67%,93.33%,0.0%,66.67%,8.47%,0.0%,0.0%,50.0%,13.33%,0.0%,0.0%,27.12,0.0%,0.0%,183.33%,33.33%,0.0%,0.0%,8.47,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,Turkey
AIESEC Turkey,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
MC Turkey,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
İZMİR,74.51%,75.83%,83.33%,84.62%,66.07%,88.89%,0.0%,10.29%,5.83%,50.0%,23.08%,10.71%,11.11%,0.0%,19.12,5.83%,150.0%,76.92%,19.64%,11.11%,0.0%,8.82,1.67%,16.67%,15.38%,19.64%,11.11%,0.0%,Turkey
MC Turkey II,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
KUTAHYA,74.29%,72.0%,100.0%,0.0%,66.67%,100.0%,0.0%,11.43%,8.0%,66.67%,0.0%,0.0%,0.0%,0.0%,11.43,8.0%,0.0%,0.0%,16.67%,0.0%,0.0%,8.57,8.0%,0.0%,0.0%,16.67%,0.0%,0.0%,Turkey
Kasese,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
CAVENDISH UNIVERSITY,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
MC uganda,86.49%,86.49%,0.0%,0.0%,0.0%,0.0%,0.0%,16.22%,16.22%,0.0%,0.0%,0.0%,0.0%,0.0%,43.24,37.84%,0.0%,0.0%,0.0%,0.0%,0.0%,10.81,10.81%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
"Cavendish University, Kampala",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
